,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,Código Fincaraíz,No. Fotos,Fecha Sacada,Fecha Publicada,Enlace
94,Inmobiliaria,Casa,venta,3.0,3,2,125 ,125 ,Código Fincaraíz: 7761412,Excelente,3,1 a 8 años,124.000 COP,2.160.000,Preguntar al anunciante,Hermosa casa en conjunto cerrado de Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Aire Acondicionado', 'Alarma', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Cocina Integral', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 2 meses']",270.000.000,Venta de hermosa casa muy cerca a la avenida Puerto López es una casa de tres pisos con un área de 125 mts cuenta con 3 habitaciones dos de ellas con aire acondicionado más altillo 3 baños cocina integral parqueo para dos carros frente a la zona privada Estrato 3 El precio: 270 millones.,,24,2023-01-27 12:44:34.125038,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/hermosa-casa-en-conjunto-cerrado-de-villavicencio/villavicencio/7761412
95,Inmobiliaria,Casa,venta,4.0,3,1,117 ,117 ,Código Fincaraíz: 7809062,Excelente,2,1 a 8 años,185.000 COP,"2.478.632,48",Preguntar al anunciante,Hermosa casa en condominio de Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Piscina', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Despensa', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 1 mes']",290.000.000,"Venta de hermosa casa en zona de alta valorización muy cerca al terminal en un área de 117 mt2 en la casa es de dos plantas en la primera planta consta de una habitación,  sala,  comedor,  cocina integral en madera y mármol,  garaje y un baño en la segunda planta consta de 3 habitaciones 2 baños y 2 balcones. Estrato 3 El precio: 290 Millones.",,30,2023-01-27 12:44:35.666740,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/hermosa-casa-en-condominio-de-villavicencio/villavicencio/7809062
96,Usado,Apartamento,venta,3.0,2,2,91 ,0 ,5,Excelente,6,1 a 8 años,340.000 COP,"5.824.175,82",K 44 14-14,Buque,Villavicencio,Meta,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Aire Acondicionado', 'Balcón', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral']",530.000.000,Espectacular apartamento en el mejor sector de Villavicencio la mejor vista de la ciudad y muy fresco Piso 6 El edificio cuenta com piscina sauna turco gimnasio parque infantil y salón social Precio Negociable,,6,2023-01-27 12:44:37.163392,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/buque/villavicencio/7723818
97,Inmobiliaria,Casa,venta,9.0,9,5,600 ,42.000 ,3,,,9 a 15 años,No definida,"3.066.666,67",Preguntar al anunciante,CANEY,Villavicencio,Meta,"['Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Estudio', 'Patio', 'Servicios Públicos', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 2 años']",1.840.000.000,"Finca turística que cuenta con dos cabañas iguales cada una con 5alcobas,  5baños,  sala,  comedor,  cocina integral,  estudio,  patio,  closets,   piscina,  zona BBQ,  horno de leña,  estufa industrial,  cancha de futbol,  cancha de tejo,  juegos de rana. .",,10,2023-01-27 12:44:38.641247,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/caney/villavicencio/5410522
98,Inmobiliaria,Casa,venta,3.0,4,2,210 ,210 ,5,,,16 a 30 años,550.000 COP,"2.990.476,19",Preguntar al anunciante,BUQUE,Villavicencio,Meta,"['Árboles frutales', 'Bahias de parqueo', 'Garaje Cubierto', 'Parqueadero Visitantes', 'Piscina', 'Vigilancia 24x7', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Closet', 'Estudio', 'Instalación de gas', 'Anuncio publicado por:', 'Inmuebles Andinos Ltda', 'hace 3 días']",628.000.000,"Casa en Conjunto en el buque,  estrato 5 con un area de 210.49 mt2,   Sala,  comedor,  4 baños,  star,  3 habitaciones,  cocina,  habitación y baño de servicio,  patio,  3 balcones,  2 garajes. El conjunto cuneta con portería las 24 horas,  piscina,  zonas verdes.Se vende en el estado que se encuentra.$628.000.00 122-1633.",,16,2023-01-27 12:44:40.120070,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/buque/villavicencio/7809187
99,Inmobiliaria,Casa,venta,5.0,7,3,650 ,650 ,3,Bueno,1,16 a 30 años,360.000 COP,"2.461.538,46",Preguntar al anunciante,El cairo,Villavicencio,Meta,"['Acceso Pavimentado', 'En condominio', 'Garaje Cubierto', 'Piscina', 'Senderos ecológicos', 'Zonas Verdes', 'Citófono', 'Closet', 'Cocina Integral', 'Comedor', 'Hall de Alcobas', 'Parqueadero interno', 'Anuncio publicado por:', 'RG Promotora Inmobiliaria', 'hace 8 días']",1.600.000.000,"Casa de 650 metros construidos en un área de 1100 metros,  dos niveles,  cinco habitaciones,  siete baños,   dos cocinas,  dos salas,  comedor,  pisos en cerámica. Piscina,  zona bbq,  zonas verdes,  espacio cubierto para parquedo de tres vehículos,   espacio descubierto para parqueo de nueve carros. El valor de la administración incluye agua y poda del lote. Acueducto propio,  cancha de voleyball playa,  gimnasio. Se recibe propiedad en Bogotá,  Cartagena o Villavicencio y carros de gama alta en caso de permuta..",,8,2023-01-27 12:44:41.605766,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-cairo/villavicencio/7864684
100,Inmobiliaria,Casa,venta,5.0,3,2,125 ,160 ,Código Fincaraíz: 7712631,Excelente,2,1 a 8 años,50.000 COP,1.920.000,Preguntar al anunciante,Venta hermosa casa en condominio en Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Comedor auxiliar', 'Depósito / Bodega', 'Despensa', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 3 meses']",240.000.000,"Hermosa casa en condominio en villavicencio de 160 mt2 consta de dos plantas con las siguientes dependencias en el primer: amplia zona social,  parquedero,  cocina integral amplia todo en porcelanato,  sala de Star con dos habitaciones una con baño privado y una con baño auxiliar,  tanque subterráneo,  zona lavandería,  cuarto San Alejo. El segundo piso consta de 3 habitaciones amplias con clóset,  sala de star,  balcón amplio.  Estrato 2 El precio 240 Millones negociables.",,30,2023-01-27 12:45:40.052119,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/venta-hermosa-casa-en-condominio-en-villavicencio/villavicencio/7712631
101,Inmobiliaria,Casa,venta,4.0,3,1,125 ,125 ,Código Fincaraíz: 7810468,Excelente,2,1 a 8 años,185.000 COP,2.160.000,Preguntar al anunciante,Vendo hermosa casa en condominio de Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Piscina', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Despensa', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 1 mes']",270.000.000,"Hermosa Casa para la VENTA ubicada en Sector terminal de dos niveles. Área 125 M2 aprox.  Primer piso: Garaje cubierto,  sala comedor,  un baño social con ducha,  cocina integral,  zona de lavandería,  patio con domo corredizo,  1 habitación o estudio con closet.  Segundo piso tiene: 3 habitaciones en total con closet,  dos con balcón (la principal y una auxiliar),  la habitación principal cuenta con su baño privado y las otras dos habitaciones tienen su baño auxiliar.  Estrato 3 El precio: 270 millones.",,23,2023-01-27 12:45:41.590658,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/vendo-hermosa-casa-en-condominio-de-villavicencio/villavicencio/7810468
102,Loft,Apartamento,venta,2.0,2,,84 ,84 ,5,,,1 a 8 años,398.000 COP,"5.595.238,1",calle 15#44d-28 Edificio Palos de Caña,EL BUQUE,Villavicencio,Meta,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Balcón', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano']",470.000.000,Apartamento hermoso amplió iluminado ideal para inversión exelente sector para vivir terraza amplia parqueadero cubierto depósito Cerca a centros comerciales primavera Llano centro Villa Centro Restaurantes droguerías zonas de esparcimiento Edificio climatizada amplias zonas comunes piscina zonas húmedas zona de amacas BBQ,,20,2023-01-27 12:45:43.087104,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-buque/villavicencio/7579912
103,Usado,Casa,venta,5.0,3,,25 ,25 ,2,,,,No definida,38.000.000,carrera 43 # 50-89,porfia,Villavicencio,Meta,,950.000.000,Se vende casa de 3 pisos con local comercial y negocio acreditado por más de 20 años O también vendo el negocio solo o la casa sola Se vende por motivo de viaje El precio es negociable,,9,2023-01-27 12:45:44.569223,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/porfia/villavicencio/7760996
104,Usado,Casa,venta,4.0,3,1,157 ,0 ,Código Fincaraíz: 7771252,,,16 a 30 años,353.000 COP,"3.152.866,24",Calle 15 # 42-38 Casa 3,buque ,Villavicencio,Meta,"['Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Piscina', 'Aire Acondicionado', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Cocina Integral', 'Cocina tipo Americano']",495.000.000,Casa Conjunto Residencial diagonal al centro comercial primavera urbana Zona de alta valorización Consta de 156metros de tres pisos tres habitaciones todas con aire acondicionado dos baños y medio con electricidad trifásica un estudio o hab y sala comedor cocina grande patio con domo tanque subterráneo Hidroflow para tanque de techo calentador de agua un parqueadero privado y techado Estrato 5 Alto Adm pronto pago cuenta con piscina y un área de de reuniones parque niños,,19,2023-01-27 12:45:46.088096,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/buque-/villavicencio/7771252
105,Inmobiliaria,Apartamento,venta,3.0,3,2,154 ,99 ,5,,,1 a 8 años,No definida,"3.571.428,57",Preguntar al anunciante,buque,Villavicencio,Meta,"['Árboles frutales', 'Ascensor', 'En conjunto cerrado', 'En Edificio', 'En zona residencial', 'Garaje Cubierto', 'Baño Auxiliar', 'Citófono', 'Closet', 'Cocina Integral', 'Comedor', 'Depósito / Bodega', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 1 año']",550.000.000,"Lujoso apartamento en sector exclusivo,  ubicado en un edificio que goza de increíbles vistas sobre la ciudad,  con decoración de alto nivel,  salón de reuniones,  piscina,  jacuzzi,  gimnasio,  sauna,  turco,  bbq. el apartamento cuenta con 3 alcobas,  baño en la principal y baño familiar y baño de visitantes,  sala,  comedor,  cocina integral,  cuenta con cortinas en blackout y pisos en porcelanato además sus amplios espacios con 2 parqueo en un garaje cubierto y 2 depositos. .",,24,2023-01-27 12:45:47.583283,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/buque/villavicencio/6817850
106,Inmobiliaria,Apartamento,venta,2.0,1,,57 ,55 ,3,Bueno,6,1 a 8 años,100.000 COP,"2.982.456,14",Preguntar al anunciante,Ub brasilia,Villavicencio,Meta,"['Balcón', 'Citófono', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería', 'Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Anuncio publicado por:', 'GLOBAL MARKETING INMOBILIARIO', 'hace 1 año']",170.000.000,"¡Este puede ser tu nuevo hogar!  No busques más,  te tenemos la solución con este espectacular y amplio apartamento en venta,  ubicado en la vía Catama a 2km,  200m antes del campanario,  en un excelente sector residencial a las afueras de Villavicencio. Consta de: 3 habitaciones (ductos en alcoba principal para instalación de segundo baño) ),  1 baño,  sala,  comedor,  cocina integral(gas natural),  balcón con vista al llano y piscina,  cuenta con un área de 57 m2 y parqueaderos comunales..",,12,2023-01-27 12:45:49.069734,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ub-brasilia/villavicencio/6862773
107,Inmobiliaria,Casa,venta,4.0,4,2,144 ,144 ,4,,,16 a 30 años,240.000 COP,"2.930.555,56",Preguntar al anunciante,Azotea,Villavicencio,Meta,"['Árboles frutales', 'Bahias de parqueo', 'En conjunto cerrado', 'En zona residencial', 'Garaje Cubierto', 'Gimnasio', 'Balcón', 'Baño Auxiliar', 'Closet', 'Instalación de gas', 'Servicios Públicos', 'Ventilación Natural', 'Anuncio publicado por:', 'Inmuebles Andinos Ltda', 'hace 1 mes']",422.000.000,"Casa de tres niveles en conjunto cerrado Balcones de Soucci,  con un área de 144.43 mt2,  Sala,  comedor,  estudio,  4 baños,  4 habitaciones,  cocina,  balcón ,  2 garajes. El conjunto cuenta con vigilancia,  piscina,  zonas verdes. Se vende en el estado que se encuentra. 122-1632.",,10,2023-01-27 12:45:50.571840,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/azotea/villavicencio/7809138
108,Inmobiliaria,Casa,venta,3.0,5,4,400 ,288 ,5,,,16 a 30 años,No definida,3.250.000,Preguntar al anunciante,BUQUE,Villavicencio,Meta,"['Garaje Cubierto', 'Balcón', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Estudio', 'Patio', 'Servicios Públicos', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 2 meses']",1.300.000.000,"Casa  2 niveles cuenta con 3 alcobas,  5 baños,  sala,  comedor,  cocina integral,  estudio,  cuarto de servicio con baño,  4 garaje cubierto,  balcon,  patio,  mezanine,  closets,  zona bar,  hamacas,  kiosko,  bbq,  zona de bar,  luz,  agua,  gas.  .",,16,2023-01-27 12:45:52.064915,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/buque/villavicencio/5482464
109,Inmobiliaria,Casa,venta,,,,156 ,156 ,3,Bueno,1,1 a 8 años,No definida,"6.410.256,41",Preguntar al anunciante,rodeo,Villavicencio,Meta,,1.000.000.000,Lote de 1078.84 metros cuadrados con una construcción de 156 metros cuadrados..,,13,2023-01-27 12:45:53.596187,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/rodeo/villavicencio/7803502
110,Inmobiliaria,Casa,venta,4.0,4,2,144 ,144 ,Código Fincaraíz: 7814088,,,9 a 15 años,No definida,"2.930.555,56",Preguntar al anunciante,Azotea,Villavicencio,Meta,,422.000.000,"Oportunidad,   Casa de 144.43 M2,  consta de   Sala,  comedor,  estudio,  4 baños con divisiones en vidrio,  4 habitaciones con closet,  amplia cocina,  balcón ,  2 garajes  Se vende en el estado en que se encuentra. Estrato 4,  645-1822.",,8,2023-01-27 12:45:55.111871,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/azotea/villavicencio/7814088
111,Inmobiliaria,Apartamento,venta,3.0,3,,148 ,138 ,5,,,1 a 8 años,No definida,5.000.000,Preguntar al anunciante,BUQUE,Villavicencio,Meta,"['Bahía exterior de parqueo', 'Baño compartido', 'Bósque nativo', 'Garaje Cubierto', 'Gimnasio', 'Piscina', 'Balcón', 'Baño Auxiliar', 'Closet', 'Comedor', 'Zona de BBQ', 'Zona de lavandería', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 5 meses']",740.000.000,"APARTAMENTO EN VENTA CON UN AREA DE 148.46 MTS CUENTA CON 3 HABITACIONES HABITACIÓN PRINCIPAL CON BAÑO PRIVADO,  BALCON Y LAS TRES HABITACIONES CUENTAN CON CLOSET,  2 BAÑOS UNO PARA LAS HABITACIONES AUXILIARES Y EL OTRO SOCIAL,  SALA COMEDOR CON BALCON,  COCINA INTEGRAL ABIERTA,  ZONA DE LAVADO,  DEPOSITO Y 2 PARQUEDEROS LINEALES,  ZONAS SOCIALES. PARQUEADERO PARA VISITANTE,  PISICINA,  BBQ,  ZONA DE BILLAR,  GYM,  SALON DE NIÑOS,  TERRAZA,  SALA DE ESPERA. CEL..",,24,2023-01-27 12:45:56.606367,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/buque/villavicencio/7522555
112,Inmobiliaria,Casa,venta,3.0,5,1,135 ,135 ,5,,,1 a 8 años,370.000 COP,"4.814.814,81",Preguntar al anunciante,BUQUE,Villavicencio,Meta,"['Árboles frutales', 'Bahias de parqueo', 'Baño compartido', 'Canchas Deportivas', 'En zona residencial', 'Garaje Cubierto', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Closet', 'Cocina Integral', 'Depósito / Bodega', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 1 año']",650.000.000,"Hermosa casa de dos niveles ubicada en excelente condominio,  cuenta con 3 habitaciones cada uno con baño privado y closet en madera,  sala,  comedor,  cocina integral amplia,  estudio,  cuarto de servicio con baño privado,  zona de ropas y garaje cubierto. Cuenta con cortinas electricas y blackout.  .",,25,2023-01-27 12:45:58.118528,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/buque/villavicencio/6619032
113,Inmobiliaria,Apartamento,venta,3.0,3,2,160 ,160 ,6,,1,9 a 15 años,518.000 COP,4.062.500,Preguntar al anunciante,El Buque,Villavicencio,Meta,,650.000.000,"Vendo hermoso apartamento Duplex,  en barrio El buque villavicencio. Espacios amplios y buena iluminación,  en el primer piso está un baño social,  sala comedor,  cocina,  cuarto de lavado,  cuarto de servicio con baño privado,  en el segundo piso habitación principal con baño privado,  baño social y otras 2 habitaciones. 2 parqueaderos cubiertos.  .",,18,2023-01-27 12:45:59.610331,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-buque/villavicencio/7508008
114,Usado,Casa,venta,3.0,2,1,72 ,72 ,3,,,9 a 15 años,No definida,"2.569.444,44",carrera 15 # 35a -21,Bambu,Villavicencio,Meta,"['Balcón', 'Instalación de gas', 'Patio']",185.000.000,Casa de dos plantas execelente ubicación a dos cuadras de almacén Ara y D1 a una cuadra de avenida principal Primer piso cuenta con amplio garaje sala comedor cocina patio amplio 1 habitación y un baño auxiliar en el segundo piso encontrara habitación principal con mini balcón otra habitación y baño principal,,14,2023-01-27 12:46:01.140850,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bambu/villavicencio/7697441
115,Inmobiliaria,Apartamento,venta,2.0,2,1,60 ,60 ,5,,,16 a 30 años,432.050 COP,"2.833.333,33",Preguntar al anunciante,BUQUE,Villavicencio,Meta,"['Garaje Cubierto', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Piso en Baldosa /  Mármol', 'Servicios Públicos', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 7 meses']",170.000.000,"2alcobas,  2baños,  salacomedor,  cocina,  garaje cubierto,  cuarto nivel,  closets,  ascensor,  luz,  agua,  gas,  pisos en ceramica .",,16,2023-01-27 12:46:02.646962,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/buque/villavicencio/6148919
116,Inmobiliaria,Casa,venta,4.0,5,1,254 ,254 ,5,Bueno,,16 a 30 años,No definida,"3.346.456,69",Preguntar al anunciante,EL BUQUE,Villavicencio,Meta,"['Acceso Pavimentado', 'Bahía exterior de parqueo', 'Circuito cerrado de TV', 'Garaje Cubierto', 'Garaje / Parqueadero(s)', 'Piscina', 'Balcón', 'Cableado de Red', 'Closet', 'Cocina Equipada', 'Cocina Integral', 'Comedor', 'Anuncio publicado por:', 'Redinmuebles', 'hace 2 años']",850.000.000,"ESPECTACULAR CASA CON PISCINA Y 2 BALCONES EN VENTA,  UBICADA EN RESERVADA ZONA RESIDENCIAL DE VILLAVICENCIO,  EL BUQUE,  SECTOR MUY TRANQUILO Y CON FÁCIL ACCESO A TODO,  CERCA AL CLUB VILLAVICENCIO,  AL CC. UNICENTRO VILLAVICENCIO Y VILLACENTRO,  A CENTROS EDUCATIVOS Y MÉDICOS Y COMERCIO. CASA CLÁSICA CON EXCELENTE DISTRIBUCIÓN,  MUY FRESCA Y CON ABUNDANTE ILUMINACIÓN NATURAL,  CUENTA CON 1 PISCINA,  2 BALCONES CON VISTA A LA PISCINA Y A LA CALLE,  PATIO,  SALA Y COMEDOR INDEPENDIENTES,  ESTUDIO,  COCINA AMPLIA,  CUARTO DE VISITAS,  HALL DE HABITACIONES AMPLIO,  4 HABITACIONES AMPLIAS,  LA PRINCIPAL CUENTA CON BAÑO PRIVADO Y JACUZZI,  BAÑO AUXILIAR CON TINA,  ZONA DE ROPAS INDEPENDIENTE,  CUARTO Y BAÑO DE SERVICIO,  DEPÓSITO Y 1 GARAJE CUBIERTO. EL HOGAR IDEAL PARA QUIENES DISFRUTAN EL ESPACIO Y LA TRANQUILIDAD EN ESPACIOS MUY CÓMODOS CON FÁCIL ACCESO A TODO.  ADRIANA BLANCO INMOBILIARIA.",,24,2023-01-27 12:46:04.137972,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-buque/villavicencio/6335656
117,Inmobiliaria,Casa,venta,3.0,3,1,145 ,145 ,4,,,9 a 15 años,Código Fincaraíz: 7718493,"1.896.551,72",Preguntar al anunciante,VIZCAYA,Villavicencio,Meta,"['Alcantarillado', 'Árboles frutales', 'Bahía exterior de parqueo', 'Bahias de parqueo', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Baño Auxiliar', 'Cocina Integral', 'Comedor', 'Instalación de gas', 'Servicios Públicos', 'Todos los Servicios', 'Anuncio publicado por:', 'Inmuebles Andinos Ltda', 'hace 3 meses']",275.000.000,"Casa de 3 Niveles esquinera,  en conjunto residencial. Primer nivel: sala comedor,  baño social,  cocina y zona de ropas. Segundo nivel: 2 habitaciones con baño compartido. Tercer nivel: Habitación principal con baño privado y terraza,  la casa cuenta con parqueadero cubierto,   El conjunto cuenta con Piscina,  salón social,  portería 24 horas,  parqueadero de visitantes. Administración:$170.000  Valor $275.000.000 122-1622.",,20,2023-01-27 12:46:05.715702,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/vizcaya/villavicencio/7718493
118,Inmobiliaria,Casa,venta,3.0,3,2,125 ,125 ,Código Fincaraíz: 7761412,Excelente,3,1 a 8 años,124.000 COP,2.160.000,Preguntar al anunciante,Hermosa casa en conjunto cerrado de Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Aire Acondicionado', 'Alarma', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Cocina Integral', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 2 meses']",270.000.000,Venta de hermosa casa muy cerca a la avenida Puerto López es una casa de tres pisos con un área de 125 mts cuenta con 3 habitaciones dos de ellas con aire acondicionado más altillo 3 baños cocina integral parqueo para dos carros frente a la zona privada Estrato 3 El precio: 270 millones.,,24,2023-01-27 12:46:07.211770,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/hermosa-casa-en-conjunto-cerrado-de-villavicencio/villavicencio/7761412
119,Inmobiliaria,Casa,venta,4.0,3,1,117 ,117 ,Código Fincaraíz: 7809062,Excelente,2,1 a 8 años,185.000 COP,"2.478.632,48",Preguntar al anunciante,Hermosa casa en condominio de Villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Piscina', 'Balcón', 'Baño Auxiliar', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Despensa', 'Anuncio publicado por:', 'Sion Premium Inmobiliaria', 'hace 1 mes']",290.000.000,"Venta de hermosa casa en zona de alta valorización muy cerca al terminal en un área de 117 mt2 en la casa es de dos plantas en la primera planta consta de una habitación,  sala,  comedor,  cocina integral en madera y mármol,  garaje y un baño en la segunda planta consta de 3 habitaciones 2 baños y 2 balcones. Estrato 3 El precio: 290 Millones.",,30,2023-01-27 12:46:08.707513,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/hermosa-casa-en-condominio-de-villavicencio/villavicencio/7809062
120,Inmobiliaria,Casa,venta,3.0,3,2,104 ,104 ,3,,,9 a 15 años,No definida,"2.884.615,38",Preguntar al anunciante,doña luz,Villavicencio,Meta,"['Alcantarillado', 'Baño compartido', 'En zona residencial', 'Jardín', 'Vigilancia 24x7', 'Aire Acondicionado', 'Balcón', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Patio', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 5 meses']",300.000.000,"Casa en Conjunto Cerrado,  tiene 104 metros construidos.En el Primer Nivel consta de sala comedor,  baño socal,  estudio o habitación auxiliar,  cocina integral,  patio de ropas,  habitación de servicio con baño privado. En el segundo Nivel consta de habitación principal con aire acondicionado,  balcon,  baño privado y doble closet de piso a techo,  2 habitaciones aux con aires acondicionados y closet de piso a techo,  un baño aux,  parqueadero con capacidad para 2 carros. El conjunto cuenta con las zonas sociales 2 piscinas,  2 kioskos,  cancha de Voleibol de playa,  parqueadero de visitantes. CEL..",,11,2023-01-27 12:46:11.632480,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/dona-luz/villavicencio/7540936
121,Inmobiliaria,Casa,venta,6.0,6,,259 ,90 ,3,,,ás de 30 años,No definida,"1.737.451,74",Preguntar al anunciante,DOÑA LUZ,Villavicencio,Meta,"['Balcón', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Hall de Alcobas', 'Patio', 'Todos los Servicios', 'Ventilación Natural', 'Bombas de gasolina', 'Colegios / Universidades', 'Cómodas vias de acceso', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 5 meses']",450.000.000,"CASA EN VENTA CON UN AREA DE 258 MTRS CON UN FRENTE DE 6 MTRS Y DE FONDO 15 MTRS DE 3 NIVELES,  EN EL PRIMER NIVEL CONSTA DE GARAJE CON BAÑO PRIVADO,  AREA DE SALA,  AREA DE COMEDOR,  COCINA INTEGRAL,  UNA HABITACIÓN CON BAÑO PRIVADO,  PATIO DESCUBIERTO,  TANQUE SUBTERRANEO Y TANQUE ELEVADO. EN EL SEGUNDO NIVEL CONSTA DE HABITACIÓN PRINCIPAL CON ARMARIO DE PISO A TECHO,  AREA DE TELEVISION,  BAÑO Y BALCON MUY AMPLIO,  2 HABITACIONES AUX UNA CON BALCON Y BAÑO PRIVADO,  BAÑO SOCIAL. EN EL TERCER NIVEL CONSTA DE 2 HABITACIONES,  BAÑO SOCIAL,  SALA COMEDOR Y COCINA. CEL..",,26,2023-01-27 12:46:13.111781,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/dona-luz/villavicencio/7586017
122,Inmobiliaria,Casa,venta,6.0,3,,160 ,160 ,3,,,16 a 30 años,No definida,1.687.500,Preguntar al anunciante,Esperanza,Villavicencio,Meta,"['Baño compartido', 'En zona residencial', 'Baño Auxiliar', 'Cocina Integral', 'Comedor', 'Patio', 'Servicios Públicos', 'Todos los Servicios', 'Zona de lavandería', 'Área Urbana', 'Cerca a sector comercial', 'Cerca centro comercial', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 2 años']",270.000.000,"Casa en excelente ubicación,  con amplios espacios y cerca a centros comerciales,  que cuenta con 2 apartamentos con entrada independiente,  El primer apartamento cuenta con 2 espacios,  cocina,  baño,  el segundo apartamento cuenta con 2 espacios,  sala,  zona de lavado,   2 baños y parqueadero. .",,19,2023-01-27 12:46:14.594011,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/esperanza/villavicencio/5844632
