,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,No. Fotos,Fecha Sacada,Enlace,Acceso Pavimentado,Anuncio publicado por:,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas,Parqueadero Visitantes,[,],Acceso Pavimentado,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas
451,Inmobiliaria,Apartamento,venta,5,5.0,1.0,159.0,159.0,5,,4.0,,60000.0,3144654.09,Preguntar al anunciante,Conquistadores Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Zona Infantil', 'Balcón', 'Citófono', 'Closet', 'Cocina Integral', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Trans. Público cercano', 'Anuncio publicado por:', 'Petra Inmobiliaria', 'hace 2 meses']",500000000,"Amplio apartamento en venta en Conquistadores con 159 m2 cuenta con,  cocina integral con barra americana,  sala comedor,  balcón,  4 habitaciones,  4 baños,  y una habitación independiente con puerta aparte que cuenta con un segundo piso,  con cocina integral,  baño y una sala que también puede ser habitación,  es el último piso del edificio ,  estrato 5 es un edificio de 4 pisos , sin portería y sin ascensor,  cuenta con parqueadero,  apartamento muy amplio y muy iluminado,  las ventanas son antiruido precio negociable .",30,2023-04-23 19:40:12.775872,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores-medellin/medellin/7165170,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
452,Inmobiliaria,Apartamento,venta,5,4.0,2.0,178.0,0.0,4,,13.0,16 a 30 años,630000.0,2528089.89,Preguntar al anunciante,La Playa En El Centro De Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Cuarto de Servicio', 'Despensa', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Anuncio publicado por:', 'GRUPO ISALEN SAS', 'hace 2 meses']",450000000,"EN VENTA APARTAMENTO UBICADO EN EL CENTRO DE MEDELLÍN (AV LA PLAYA) Con 178 M2,  4 habitaciones,  habitación de servicio con baño y closet,  sala de recibo,  sala comedor,  parqueadero doble lineal,  gran potencial para remodelar. Cerca a clínicas,  centros comerciales,  restaurantes,  colegios,  universidades,  institutos de educación superior,  supermercados. Excelente servicio de transporte público,  cerca a estaciones del metro,  tran vía,  metro plus,  servicio integrado de transporte. .",26,2023-04-23 19:40:14.308877,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-playa-en-el-centro-de-medellin/medellin/7214270,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
453,Inmobiliaria,Casa,venta,18,5.0,,428.0,0.0,4,,3.0,16 a 30 años,0.0,3037383.18,Preguntar al anunciante,Prado Centro Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Vivienda Multifamiliar', 'Balcón', 'Baño Auxiliar', 'Closet', 'Cuarto de Servicio', 'Despensa', 'Estudio', 'Zona de lavandería', 'Parques cercanos', 'Trans. Público cercano', 'Anuncio publicado por:', 'GRUPO ISALEN SAS', 'hace 2 meses']",1300000000,"EN VENTA CASA EN PRADO CENTRO: 428 M2,  3 pisos,  un solar de 19 x 12,  2 apartaestudios,  1 apartamento con 3 alcobas. 18 habitaciones en total. 5 baños. Actualmente tiene uso de inquilinato. IDEAL PARA CONSTRUIR: POT: Baja mixtura,  1 local comercial primer piso máx 50 M2. Máx 12 apartamentos en 4 pisos de altura,  sin riesgos ni amenazas. .",8,2023-04-23 19:40:15.825059,https://www.fincaraiz.com.co/inmueble/casa-en-venta/prado-centro-medellin/medellin/7136020,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
454,Inmobiliaria,Apartamento,venta,4,4.0,,157.0,0.0,3,,2.0,,0.0,1464968.15,Preguntar al anunciante,Prado Centro Medellín,Medellín,Antioquia,"['Balcón', 'Closet', 'Comedor auxiliar', 'Instalación de gas', 'Patio', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial', 'Anuncio publicado por:', 'INMOBILIARIA METRORENTAR S.A.S', 'hace 2 meses']",230000000,"Vendo casa en el segundo piso en Medellín,  consta de dos plantas se puede construir hasta cuatro pisos,  techo en teja y tablilla,  balcón amplio,  sala grande hall,  dos alcobas principales con baño y closet,  la otra con dos closet,  las alcobas amplias,  y con otro baño los baños con agua caliente,  cocina integral con zona de comedor abierta,  patio de ropa con reja de seguridad. la casa tiene el aire el primer piso tiene su escritura cuando se hizo el desenglobe y reglamento de propiedad horizontal; el estrato es 3 la casa fue remodelada tiene piso en cerámica tubería de aguas negras,  lluvias y acueducto,  todas las instalaciones eléctricas,  ventanas en aluminio anodizado. Sector cerca de estaciones metro integrado,  hospitales,  clínicas,  colegios,  universidades..",9,2023-04-23 19:40:17.367655,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/prado-centro-medellin/medellin/7408687,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
455,Inmobiliaria,Apartamento,venta,3,2.0,,82.0,82.0,4,,,1 a 8 años,160000.0,3292682.93,Preguntar al anunciante,Prado Centro Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Citófono', 'Closet', 'Cocina Equipada', 'Cocina Integral', 'Anuncio publicado por:', 'Grupo Integra', 'hace 2 meses']",270000000,"VENDO APARTAMENTO EN PRADO CENTRO,  MEDELLÍN,  ASCENSOR Y CITÓFONO  Ubicado en el sector de la Mansión,  de cómodos espacios,  pisos en porcelanato,  habitación principal con baño,  cocina integral abierta con barra,  horno y campana y red de gas; calentador,  zona de ropas,  salón comedor. El edificio cuenta con citófono,  ascensor,  circuito cerrado y luces de emergencia. En un sector con todo a la mano; ubicado cerca de supermercados,  rutas de transporte,  estación de metro Prado y Universidad; así como al centro de la ciudad.  Cerca del supermercado el cultivo.    .",14,2023-04-23 19:40:18.936276,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/prado-centro-medellin/medellin/7955826,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
456,Inmobiliaria,Apartamento,venta,5,5.0,3.0,265.0,515.0,6,,,,995000.0,5622641.51,Preguntar al anunciante,Medellin El Poblado Los Balsos,Medellín,Antioquia,"['Ascensor', 'Cancha de Tennis', 'Canchas Deportivas', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Cocina Integral', 'Comedor auxiliar', 'Con casa club', 'Cuarto de Servicio', 'Despensa', 'Estudio', 'Anuncio publicado por:', 'RENWORK REALTY S.A.S', 'hace 3 días']",1490000000,"Venta espectacular apartamento de 510 mt2,  en medio de verde y con todas las ventajas de estar cerca de todo en la ciudad,  centros comerciales,  supermercados,  clínicas,  colegios,  todo muy cerca y en medio de jardines y canto de pájaros de todas las especies.    Sector exclusivo Medellín,  poblado,  los balsos,  entre transversal inferior y superior,  avenida el poblado,  vista totalmente campestre. Ideal para remodelar y convertir estos 510 mt2 a tu gusto para compartir con tu familia,  amigos o sólo para disfrutar. Es como vivir en una casa de 1 sólo nivel,  además está ubicado en un sector exclusivo,  rentable y valorizable en Medellín,  Poblado.    Espacios super amplios todos con vista campestre a terrazas,  arboles y verde. 250 mt2 de terrazas y 260 mt2 construidos,  4 habitaciones 2 con baño y Vestier,  las otras 2 comparten baño ( se se puede remodelar con las 4 habitaciones con baño). Salón,  comedor y gran biblioteca o estar de tv independientes todos los espacios con ambiente campestre a te",30,2023-04-23 19:40:20.469823,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/medellin-el-poblado-los-balsos/medellin/8025118,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
457,Inmobiliaria,Apartamento,venta,3,3.0,2.0,130.0,130.0,6,Excelente,8.0,16 a 30 años,443000.0,4153846.15,Preguntar al anunciante,El Poblado Clinica Medellin,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Cancha de Baloncesto', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Parqueadero Visitantes', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Cuarto de Servicio', 'Anuncio publicado por:', 'Asfinanciera SAS', 'hace 2 meses']",540000000,"Vendo Apartamento Medellin El Poblado ,  cercano a la Clinica Medellin ,  3 habitaciones + servicio ,  3 baños + servicio ,  sala ,  comedor ,  balcon ,  administracion $443.000.00 ,  predial trimestral $552.000.00 ,  valorizacion $157.000.00 saldo $3.200.000.00 ,  area 130 M2 ,  dos parqueaderos paralelos ,  cuarto util ,  excelente estado ,  mayor informacion VIVIANA GIL .",30,2023-04-23 19:40:21.976555,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado-clinica-medellin/medellin/4257922,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
458,Inmobiliaria,Apartamento,venta,2,2.0,1.0,69.0,0.0,4,,7.0,,185000.0,5000000.0,Preguntar al anunciante,Sabaneta Medellín Antioquia,Medellín,Antioquia,"['Ascensor', 'Canchas Deportivas', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Gimnasio', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Closet', 'Anuncio publicado por:', 'Casas Confort Soluciones Inmobiliarias', 'hace 4 meses']",345000000,"Hermoso Apartamento para la venta en sabaneta con hermosa vista,  ubicado en Unidad Residencial,  cuenta con salón social,  piscina,  Gimnasio,  Cancha de futbol,  juegos infantiles,  portería 24 horas y parqueaderos de visitantes. Cerca al parque principal,  y al centro comercial Aves maría.  El apartamento tiene un área de 69.9 mts aprox,  cuenta con 2 habitaciones,  principal con baño privado y Vestier,  alcoba auxiliar con dos closets,  baño social,  amplia e iluminada sala comedor,  cocina integral,  red de gas,  calentador,  zona de ropas,  balcón con vista a la ciudad,  acabados modernos,  parqueadero privado cubierto y cuarto útil.  Excelente oportunidad $345.000.000 millones .",22,2023-04-23 19:40:23.483438,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/sabaneta-medellin-antioquia/medellin/7804796,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
459,Inmobiliaria,Casa,venta,4,4.0,2.0,181.0,181.0,6,,,ás de 30 años,551000.0,5248618.78,Preguntar al anunciante,Oviedo Poblado Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Asador', 'Cancha de Futbol', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Closet', 'Anuncio publicado por:', 'Natalia Bedoya / Patricia Hoyos', 'hace 1 mes']",950000000,"Que delicia vivir en casa y tener todo tan cerca que puedes ir caminando. Casa con terraza y jardín.  Area 181 M2                                              Area social que se integra con Tereza y jardín.                                                        Zona de lavandería con patio,  alcoba de empleada con baño.                                Cocina integral muy cómoda.                     Tres alcobas. Auxiliares con closets y la principal con baño y vestier                Mezanine muy amplio para estudio,  sala de tv y/o alcoba.  Unidad muy completa en zonas comunes para el disfrute de la familia.  cerca al centro comercial Oviedo y Santa Fe,  excelnetes vis de acceso,  av poblado,  av las vegas y los balsos   Valor predial  $3.454.000 .",15,2023-04-23 19:40:25.003261,https://www.fincaraiz.com.co/inmueble/casa-en-venta/oviedo-poblado-medellin/medellin/7983323,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0
460,Inmobiliaria,Casa,venta,3,3.0,1.0,142.0,150.0,5,,1.0,ás de 30 años,0.0,4577464.79,Preguntar al anunciante,Simón Bolívar Medellin,Medellín,Antioquia,"['Acceso Pavimentado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Closet', 'Cuarto de Servicio', 'Estudio', 'Hall de Alcobas', 'Instalación de gas', 'Patio', 'Anuncio publicado por:', 'InmobiliArea', 'hace 13 días']",650000000,"Casa esquina. Ideal para negocio o vivienda.  3 niveles. El garaje es local independiente.   Para actualizar  los acabados .3 alcobas,  más servicio. Biblioteca y star3baños. Balcón y Patio de ropas..",19,2023-04-23 19:40:26.505658,https://www.fincaraiz.com.co/inmueble/casa-en-venta/simon-bolivar-medellin/medellin/8008171,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1
461,Inmobiliaria,Casa,venta,3,3.0,1.0,172.0,172.0,5,,1.0,ás de 30 años,0.0,3255813.95,Preguntar al anunciante,Simón Bolívar Medellin,Medellín,Antioquia,"['Acceso Pavimentado', 'Oficina de negocios', 'Vigilancia', 'Vivienda Bifamiliar', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Closet', 'Cocina Integral', 'Cuarto de Servicio', 'Zona de lavandería', 'Colegios / Universidades', 'Anuncio publicado por:', 'InmobiliArea', 'hace 2 meses']",560000000,Casa Primer piso  en un buen lugar 172 metros salon comedor independiente    sala de televición 3 alcobas 3 baños 4 patios cocina integral sin red de gas zona de ropas  independiente alcoba de servicio   garaje  Para reformar esta rentando para empresa  .,14,2023-04-23 19:40:28.011147,https://www.fincaraiz.com.co/inmueble/casa-en-venta/simon-bolivar-medellin/medellin/7790984,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0
462,Inmobiliaria,Casa,venta,4,3.0,1.0,156.0,156.0,5,,1.0,1 a 8 años,0.0,5000000.0,Preguntar al anunciante,Simón Bolívar Medellin,Medellín,Antioquia,"['Vivienda Bifamiliar', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Closet', 'Cocina Integral', 'Cuarto de Servicio', 'Estudio', 'Instalación de gas', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Anuncio publicado por:', 'InmobiliArea', 'hace 2 meses']",780000000,"Propiedad horizontal primer piso area 156 metros salón comedor,  hall 3 patios cubiertos 3 alcobas 3 closet,  3 baños cocina integral,  zona de ropas alcoba de servicio garaje  INMUEBE IDEAL PARA USO COMERCIAL,  con bun transporte cerca al el salazar de Herrera,  sector residencial entorno tranquilo .",15,2023-04-23 19:40:29.524847,https://www.fincaraiz.com.co/inmueble/casa-en-venta/simon-bolivar-medellin/medellin/7770127,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
463,Inmobiliaria,Casa,venta,4,4.0,2.0,373.0,227.0,6,,,16 a 30 años,830000.0,2640750.67,Preguntar al anunciante,Alejandria Poblado Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Circuito cerrado de TV', 'Cochera', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Amoblado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Anuncio publicado por:', 'RENWORK REALTY S.A.S', 'hace 1 mes']",985000000,"Venta casa en el Poblado,  sector Alejandría,  en unidad cerrada,   con dos ingresos consta de: Área total 373.27 mts,    construidos 227.27,  de   3 niveles,  sala con chimenea,  hall,   comedor,   salón familiar de t.v. o estudio,  4 habitaciones la principal con baño y vestier,  total 4 baños,  cocina integral cerrada,  alacena,  patio interno,  zona de ropas,  techo reformado,  puertas de seguridad blindadas,  luz natural y ventilación,  parqueadero doble paralelo y útil y sótano,   La unidad consta de: Piscina,  juegos infantiles,  salón social,  control de t.v. cerrado,  parqueadero visitantes y portería 24 horas,  entre otros.  Por escritura 227.27 mts.  y de área libre o terrazas 146 mt2,  uso exclusivo de la propiedad aprovechables.   CASA ESQUINERA  EN EL POBLADO,  sector Alejandria o Aguacatala  Código: 5672121 .",27,2023-04-23 19:40:31.047680,https://www.fincaraiz.com.co/inmueble/casa-en-venta/alejandria-poblado-medellin/medellin/7757968,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0
464,Inmobiliaria,Casa,venta,4,2.0,2.0,400.0,400.0,4,Bueno,,9 a 15 años,0.0,5750000.0,Preguntar al anunciante,Santa Elena Medellín,Medellín,Antioquia,"['Acceso Pavimentado', 'Asador', 'Bahía exterior de parqueo', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Parqueadero Visitantes', 'Balcón', 'Baño Auxiliar', 'Chimenea', 'Cocina Integral', 'Cocina tipo Americano', 'Comedor', 'Anuncio publicado por:', 'Engel & Volkers', 'hace 2 meses']",2300000000,"Casa campestre en amplio lote,  en el primer nivel encontramos una amplia área social; sala,  estar de televisión con salida a la terraza,  cocina y comedor independiente con salida a un balcón,  habitación y baño; en el segundo nivel un amplia antesala para una oficina o estar,  también comunica las tres habitaciones,  la habitación principal es amplia e iluminada con salida al balcón,  tiene un amplio cuarto para hacer el vestier y el baño principal el cual ya tienen todas las conexiones. la tercera y cuarta habitación comparten baño. en el subnivel se encuentra un amplio cuarto útil..",12,2023-04-23 19:40:32.580481,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-elena-medellin/medellin/7951720,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
465,Inmobiliaria,Casa,venta,6,5.0,6.0,600.0,600.0,6,Bueno,3.0,1 a 8 años,0.0,4500000.0,Preguntar al anunciante,Santa Elena Medellín,Medellín,Antioquia,"['Asador', 'Con cerca eléctrica', 'Control de Acústica', 'Garaje Cubierto', 'Garaje / Parqueadero(s)', 'Jardín', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Comedor', 'Comedor auxiliar', 'Depósito / Bodega', 'Anuncio publicado por:', 'Engel & Volkers', 'hace 2 meses']",2700000000,"Casa con una arquitectura de vanguardia con muy buena luminosidad esta compuesta por dos módulos que pueden ser independientes uno del otro y pueden vivir dos familias. Al entrar se encuentra el primer nivel con cocina integral abierta junto con el comedor y la sala con una vista hacia el bosque. Luego un segundo nivel donde esta habitación principal con baño privado y un salón de estar además de otra habitación. Siguiendo a la planta baja está un aparta estudio con cocineta,  comedor auxiliar,  salida a la terraza con área para BBQ,  acompañado de zona húmeda. El segundo módulo tiene igual 3 niveles con detalles especiales tiene en el tercer nivel tiene turco. La propiedad esta rodeada de una amplia zona verde,  con árboles frutales,  bosques nativos y mucha vegetación respirando aire limpio y fresco..",18,2023-04-23 19:40:34.074289,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-elena-medellin/medellin/7281902,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
466,Inmobiliaria,Apartamento,venta,2,1.0,1.0,70.0,70.0,4,,12.0,1 a 8 años,0.0,5800000.0,Preguntar al anunciante,Conquistadores Medellín,Medellín,Antioquia,[],406000000,"Se vende comodo apartamento ubicado en zona agradabale y de buen  vivir. Este apto se caracteriza por su buena iluminacion,  y espacios amplios y comfortables. Zona muy central y estretegica ya que cuentas con muchas facilidades cerca,  como lo son: - unidad deportiva - centros comerciales - supermercados - droguerias y mucho mas. Diferentes rutas de trasporte que facilitan el acceso al sector,  este inmueble cuenta con área 70 + 26 de mezanini dos habitaciones  cocina sala comedor zona ropas parqueadero cuarto util  Ese tiene parqueadero de     1.90 x 9 metros .",12,2023-04-23 19:40:35.606350,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores-medellin/medellin/7379085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Inmobiliaria,Apartamento,venta,,2.0,2.0,81.0,81.0,5,,10.0,,385000.0,7037037.04,Preguntar al anunciante,Medelln Poblado,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Cochera', 'En conjunto cerrado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Closet', 'Depósito / Bodega', 'Anuncio publicado por:', 'REAL HOME BIENES RAICES S.A.S', 'hace 2 meses']",570000000,"Si lo tuyo son los espacios amplios y una ubicación privilegiada,  este apartamento de 81 metros cuadrados será de tu interés; es un apartamento con piso en porcelanato,  2 alcobas con su respectivo closet,  2 baños cabinados y una hermosa cocina semi-integral estilo isla,  2 parqueaderos cubiertos y cuarto útil.  En una urbanización con portería 24 horas,  parqueadero de visitantes,  zonas verdes y shut de basuras,  en un sector exclusivo de la ciudad.  El área del apartamento está sujeto a confirmación en escritura pública. .",9,2023-04-23 19:40:37.190062,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/medelln-poblado/medellin/7967031,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
468,Inmobiliaria,Apartamento,venta,3,4.0,2.0,127.0,127.0,6,,7.0,1 a 8 años,440000.0,4566929.13,Preguntar al anunciante,Medelln Poblado,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Cancha de Futbol', 'Cochera', 'En conjunto cerrado', 'Jardín', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Closet', 'Cuarto de Servicio', 'Anuncio publicado por:', 'REAL HOME BIENES RAICES S.A.S', 'hace 2 meses']",580000000,"Si lo que buscas es un comodo y amplio apartamento,  con una ubicación privilegiada en el Poblado,  este apartamento que cuenta con un lote de 127 metros cuadrados,  será tu mejor opción.  Cuenta con una hermosa cocina semi-integral,  3 alcobas,  4 baños cabinados y un balcón con una hermosa vista hacia el sector; Dispone de una gran variedad de zonas sociales para el disfrute de toda la familia y amigos,  con zonas para tus mascotas,  zonas húmedas como piscina,  sauna y turco,  juegos para los más pequeños de la casa,  todo esto y más en un sector de alta valorización en el Poblado.  El área del apartamento está sujeto a confirmación en escritura pública. .",10,2023-04-23 19:40:38.711901,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/medelln-poblado/medellin/7967080,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
469,Inmobiliaria,Apartamento,venta,2,4.0,2.0,159.0,159.0,6,,5.0,16 a 30 años,600000.0,5660377.36,Preguntar al anunciante,Medelln Poblado,Medellín,Antioquia,"['Acceso Pavimentado', 'Ascensor', 'Circuito cerrado de TV', 'Cochera', 'Parqueadero Visitantes', 'Zonas Verdes', 'Amoblado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Anuncio publicado por:', 'REAL HOME BIENES RAICES S.A.S', 'hace 7 meses']",900000000,"Si lo tuyo son los espacios amplios y una ubicación privilegiada,  este apartamento de 159 metros cuadrados  será de tú interés; es un apartamento  con piso en porcelanato y madera laminada,  2 alcobas con su respectivo closet,  Adicional alcoba  de servicio con 1 baño  una amplia zona social con su estudio,  zona de Tv 3 baños cabinados y  una hermosa cocina integral,  parqueadero cubierto y cuarto útil. Adicional es un inmueble completamente amoblado con  una hermosa vista sin resgristo y cerca a Malls,  Cajeros,  farmacias.   En una unidad con portería 24 horas ,  parqueadero de visitantes,  zonas verdes y shut de basuras,  en un sector exclusivo de la ciudad.  El área del apartamento está sujeto a confirmación en escritura pública.    .",12,2023-04-23 19:40:40.231703,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/medelln-poblado/medellin/7645138,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
470,Inmobiliaria,Apartamento,venta,3,2.0,1.0,110.0,0.0,4,,15.0,,332000.0,4509090.91,Preguntar al anunciante,Sabaneta Medellín Antioquia,Medellín,Antioquia,"['Asador', 'Ascensor', 'Cancha de Futbol', 'Canchas Deportivas', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Closet', 'Cocina Integral', 'Anuncio publicado por:', 'Casas Confort Soluciones Inmobiliarias', 'hace 2 meses']",496000000,"Hermoso Apartamento para la venta en sabaneta,  ubicado en Unidad Residencial con salón social,  gimnasio,  piscina,  parque infantil,  zona bbq,  portería 24 horas y parqueadero para visitantes.  El apartamento tiene un área de 110 mts aprox,  hermosos acabados,  cuenta con alcoba principal con baño privado y closet,  baño social, 2 alcobas auxiliares con closet,  Cocina integral,  red de gas,  calentador,  sala comedor,  balcón,  zona de lavado de ropas,  parqueadero privado cubierto,  y cuarto útil.  Excelente oportunidad $496 millones .",13,2023-04-23 19:40:41.744911,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/sabaneta-medellin-antioquia/medellin/7931498,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0
471,Inmobiliaria,Apartamento,venta,3,3.0,2.0,180.0,180.0,5,,,ás de 30 años,641000.0,5000000.0,Preguntar al anunciante,La Aguacatala Poblado Medellin,Medellín,Antioquia,"['Acceso Pavimentado', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Canchas Deportivas', 'Cochera', 'En conjunto cerrado', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Closet', 'Cocina tipo Americano', 'Depósito / Bodega', 'Anuncio publicado por:', 'Real Living', 'hace 4 días']",900000000,"Espectacular apartamento completamente remodelado,  ubicado en La Aguacatala,  a sólo 10min de la Universidad EAFIT. Cuenta con 180m2,  3 habitaciones (2 de ellas con baño),  cocina abierta,  2 estudios,  salon comedor,  2 parqueaderos paralelos,  cada uno con cuarto útil. Urbanización cerrada con vigilancia 24h,  2 piscinas,  placa polideportiva a menos de 100m de la urbanización,  sin ascensor. Apartamento 100% remodelado,  incluyendo tuberías,  redes eléctricas,  todas las ventanas herméticas con apantallamiento y vidrios laminados,  puerta de seguridad y lavavajillas.     .",23,2023-04-23 19:40:43.258655,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-aguacatala-poblado-medellin/medellin/8022753,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
